FID,IID,O.HOM.,E.HOM.,N.NM.,F,pop,super_pop,gender,...5,...6,n_pop
NA19347,NA19347,1053973,1058000,1099162,-0.102,LWK,AFR,male,NA,NA,99
NA19350,NA19350,1053461,1058000,1099183,-0.1148,LWK,AFR,male,NA,NA,99
NA19351,NA19351,1054768,1058000,1099169,-0.08276,LWK,AFR,female,NA,NA,99
NA19355,NA19355,1052490,1058000,1099220,-0.1391,LWK,AFR,female,NA,NA,99
NA19360,NA19360,1053622,1058000,1099189,-0.111,LWK,AFR,male,NA,NA,99
NA19372,NA19372,1052974,1058000,1099193,-0.1269,LWK,AFR,male,NA,NA,99
NA19374,NA19374,1050960,1058000,1099218,-0.1765,LWK,AFR,male,NA,NA,99
NA19375,NA19375,1052741,1058000,1099182,-0.1324,LWK,AFR,male,NA,NA,99
NA19376,NA19376,1053998,1058000,1099202,-0.102,LWK,AFR,male,NA,NA,99
NA19377,NA19377,1054414,1058000,1099221,-0.09219,LWK,AFR,female,NA,NA,99
NA19378,NA19378,1050479,1058000,1099171,-0.1873,LWK,AFR,female,NA,NA,99
NA19379,NA19379,1055397,1058000,1099178,-0.0676,LWK,AFR,female,NA,NA,99
NA19380,NA19380,1051728,1058000,1099201,-0.1574,LWK,AFR,male,NA,NA,99
NA19383,NA19383,1051643,1058000,1099163,-0.1588,LWK,AFR,male,NA,NA,99
NA19384,NA19384,1054234,1058000,1099214,-0.09646,LWK,AFR,male,NA,NA,99
NA19385,NA19385,1052676,1058000,1099204,-0.1342,LWK,AFR,male,NA,NA,99
NA19390,NA19390,1052708,1058000,1099174,-0.1331,LWK,AFR,female,NA,NA,99
NA19391,NA19391,1053657,1058000,1099171,-0.1099,LWK,AFR,female,NA,NA,99
NA19393,NA19393,1055142,1058000,1099180,-0.07375,LWK,AFR,male,NA,NA,99
NA19394,NA19394,1054001,1058000,1099197,-0.1019,LWK,AFR,male,NA,NA,99
NA19395,NA19395,1054648,1058000,1099198,-0.08604,LWK,AFR,female,NA,NA,99
NA19397,NA19397,1051572,1058000,1099196,-0.1611,LWK,AFR,male,NA,NA,99
NA19399,NA19399,1051923,1058000,1099197,-0.1525,LWK,AFR,female,NA,NA,99
NA19401,NA19401,1053900,1058000,1099188,-0.1041,LWK,AFR,female,NA,NA,99
NA19403,NA19403,1053187,1058000,1099175,-0.1214,LWK,AFR,female,NA,NA,99
NA19404,NA19404,1054011,1058000,1099204,-0.1017,LWK,AFR,female,NA,NA,99
NA19428,NA19428,1053661,1058000,1099185,-0.1098,LWK,AFR,male,NA,NA,99
NA19429,NA19429,1053116,1058000,1099196,-0.1233,LWK,AFR,male,NA,NA,99
NA19430,NA19430,1051919,1058000,1099182,-0.1522,LWK,AFR,male,NA,NA,99
NA19431,NA19431,1053516,1058000,1099165,-0.1133,LWK,AFR,female,NA,NA,99
NA19434,NA19434,1053240,1058000,1099201,-0.1207,LWK,AFR,female,NA,NA,99
NA19435,NA19435,1053862,1058000,1099185,-0.1051,LWK,AFR,female,NA,NA,99
NA19436,NA19436,1056078,1058000,1099220,-0.05163,LWK,AFR,female,NA,NA,99
NA19437,NA19437,1053379,1058000,1099182,-0.1169,LWK,AFR,female,NA,NA,99
NA19438,NA19438,1053990,1058000,1099207,-0.1025,LWK,AFR,female,NA,NA,99
NA19439,NA19439,1055194,1058000,1099165,-0.07227,LWK,AFR,female,NA,NA,99
NA19440,NA19440,1054705,1058000,1099192,-0.0846,LWK,AFR,female,NA,NA,99
NA19443,NA19443,1054121,1058000,1099201,-0.09909,LWK,AFR,male,NA,NA,99
NA19445,NA19445,1051508,1058000,1099183,-0.1624,LWK,AFR,female,NA,NA,99
NA19446,NA19446,1053414,1058000,1099191,-0.1161,LWK,AFR,female,NA,NA,99
NA19448,NA19448,1055443,1058000,1099189,-0.06647,LWK,AFR,male,NA,NA,99
NA19449,NA19449,1052186,1058000,1099164,-0.1456,LWK,AFR,female,NA,NA,99
NA19451,NA19451,1051794,1058000,1099195,-0.1556,LWK,AFR,male,NA,NA,99
NA19452,NA19452,1052348,1058000,1099210,-0.1425,LWK,AFR,male,NA,NA,99
NA19454,NA19454,1052924,1058000,1099177,-0.1277,LWK,AFR,male,NA,NA,99
NA19455,NA19455,1055151,1058000,1099202,-0.07384,LWK,AFR,male,NA,NA,99
NA19456,NA19456,1057085,1058000,1099246,-0.02751,LWK,AFR,female,NA,NA,99
NA19457,NA19457,1053444,1058000,1099196,-0.1155,LWK,AFR,female,NA,NA,99
NA19461,NA19461,1052939,1058000,1099208,-0.1279,LWK,AFR,male,NA,NA,99
NA19462,NA19462,1051034,1058000,1099185,-0.1741,LWK,AFR,female,NA,NA,99
NA19463,NA19463,1053303,1058000,1099174,-0.1186,LWK,AFR,female,NA,NA,99
NA19466,NA19466,1053053,1058000,1099169,-0.1246,LWK,AFR,male,NA,NA,99
NA19467,NA19467,1053721,1058000,1099198,-0.1088,LWK,AFR,female,NA,NA,99
NA19468,NA19468,1052823,1058000,1099191,-0.1304,LWK,AFR,female,NA,NA,99
NA19471,NA19471,1054658,1058000,1099214,-0.08611,LWK,AFR,female,NA,NA,99
NA19472,NA19472,1054473,1058000,1099211,-0.09063,LWK,AFR,female,NA,NA,99
NA19473,NA19473,1054016,1058000,1099201,-0.1015,LWK,AFR,female,NA,NA,99
NA19474,NA19474,1055130,1058000,1099242,-0.0752,LWK,AFR,female,NA,NA,99
NA19475,NA19475,1051353,1058000,1099194,-0.1665,LWK,AFR,female,NA,NA,99
NA20502,NA20502,1064619,1058000,1099359,0.1541,TSI,EUR,female,NA,NA,107
NA20503,NA20503,1064970,1058000,1099346,0.1628,TSI,EUR,female,NA,NA,107
NA20504,NA20504,1065499,1058000,1099347,0.1756,TSI,EUR,female,NA,NA,107
NA20505,NA20505,1061109,1058000,1099331,0.06911,TSI,EUR,female,NA,NA,107
NA20506,NA20506,1065093,1058000,1099358,0.1655,TSI,EUR,female,NA,NA,107
NA20507,NA20507,1063284,1058000,1099340,0.1219,TSI,EUR,female,NA,NA,107
NA20508,NA20508,1064630,1058000,1099339,0.1546,TSI,EUR,female,NA,NA,107
NA20509,NA20509,1064307,1058000,1099330,0.1469,TSI,EUR,male,NA,NA,107
NA20510,NA20510,1063040,1058000,1099352,0.1157,TSI,EUR,male,NA,NA,107
NA20511,NA20511,1068067,1058000,1099355,0.2381,TSI,EUR,male,NA,NA,107
NA20512,NA20512,1064040,1058000,1099359,0.14,TSI,EUR,male,NA,NA,107
NA20513,NA20513,1064762,1058000,1099346,0.1577,TSI,EUR,male,NA,NA,107
NA20514,NA20514,1065717,1058000,1099363,0.1807,TSI,EUR,female,NA,NA,107
NA20515,NA20515,1065065,1058000,1099335,0.1653,TSI,EUR,male,NA,NA,107
NA20516,NA20516,1063488,1058000,1099335,0.1269,TSI,EUR,male,NA,NA,107
NA20517,NA20517,1064301,1058000,1099341,0.1466,TSI,EUR,female,NA,NA,107
NA20518,NA20518,1063179,1058000,1099351,0.1191,TSI,EUR,male,NA,NA,107
NA20519,NA20519,1062622,1058000,1099344,0.1056,TSI,EUR,male,NA,NA,107
NA20520,NA20520,1062834,1058000,1099347,0.1108,TSI,EUR,male,NA,NA,107
NA20521,NA20521,1062591,1058000,1099348,0.1048,TSI,EUR,male,NA,NA,107
NA20522,NA20522,1063297,1058000,1099333,0.1223,TSI,EUR,female,NA,NA,107
NA20524,NA20524,1064900,1058000,1099344,0.1611,TSI,EUR,male,NA,NA,107
NA20525,NA20525,1061607,1058000,1099336,0.08106,TSI,EUR,male,NA,NA,107
NA20527,NA20527,1066396,1058000,1099341,0.1975,TSI,EUR,male,NA,NA,107
NA20528,NA20528,1061809,1058000,1099341,0.08591,TSI,EUR,male,NA,NA,107
NA20529,NA20529,1065735,1058000,1099331,0.1817,TSI,EUR,female,NA,NA,107
NA20530,NA20530,1063986,1058000,1099322,0.1393,TSI,EUR,female,NA,NA,107
NA20531,NA20531,1063782,1058000,1099353,0.1337,TSI,EUR,female,NA,NA,107
NA20532,NA20532,1063939,1058000,1099349,0.1376,TSI,EUR,male,NA,NA,107
NA20533,NA20533,1064254,1058000,1099340,0.1455,TSI,EUR,female,NA,NA,107
NA20534,NA20534,1064249,1058000,1099346,0.1453,TSI,EUR,male,NA,NA,107
NA20535,NA20535,1064502,1058000,1099346,0.1514,TSI,EUR,female,NA,NA,107
NA20536,NA20536,1064798,1058000,1099336,0.1588,TSI,EUR,male,NA,NA,107
NA20538,NA20538,1062757,1058000,1099326,0.1093,TSI,EUR,male,NA,NA,107
NA20539,NA20539,1063010,1058000,1099341,0.1151,TSI,EUR,male,NA,NA,107
NA20540,NA20540,1064753,1058000,1099352,0.1574,TSI,EUR,female,NA,NA,107
NA20541,NA20541,1062998,1058000,1099332,0.115,TSI,EUR,female,NA,NA,107
NA20542,NA20542,1063743,1058000,1099346,0.1329,TSI,EUR,female,NA,NA,107
NA20543,NA20543,1064960,1058000,1099348,0.1625,TSI,EUR,male,NA,NA,107
NA20544,NA20544,1061437,1058000,1099340,0.0768,TSI,EUR,male,NA,NA,107
NA20581,NA20581,1063398,1058000,1099350,0.1244,TSI,EUR,male,NA,NA,107
NA20582,NA20582,1063982,1058000,1099338,0.1388,TSI,EUR,female,NA,NA,107
NA20585,NA20585,1066835,1058000,1099334,0.2084,TSI,EUR,female,NA,NA,107
NA20586,NA20586,1064101,1058000,1099326,0.1419,TSI,EUR,male,NA,NA,107
NA20587,NA20587,1063464,1058000,1099343,0.1261,TSI,EUR,female,NA,NA,107
NA20588,NA20588,1061957,1058000,1099327,0.08971,TSI,EUR,male,NA,NA,107
NA20589,NA20589,1060478,1058000,1099331,0.05366,TSI,EUR,female,NA,NA,107
NA20752,NA20752,1061448,1058000,1099323,0.07738,TSI,EUR,male,NA,NA,107
NA20753,NA20753,1063788,1058000,1099326,0.1344,TSI,EUR,female,NA,NA,107
NA20754,NA20754,1065046,1058000,1099338,0.1648,TSI,EUR,male,NA,NA,107
NA20755,NA20755,1063635,1058000,1099344,0.1303,TSI,EUR,male,NA,NA,107
NA20756,NA20756,1063362,1058000,1099339,0.1237,TSI,EUR,female,NA,NA,107
NA20757,NA20757,1064798,1058000,1099320,0.159,TSI,EUR,female,NA,NA,107
NA20758,NA20758,1062994,1058000,1099344,0.1147,TSI,EUR,male,NA,NA,107
NA20759,NA20759,1066584,1058000,1099345,0.2021,TSI,EUR,male,NA,NA,107
NA20760,NA20760,1063392,1058000,1099348,0.1243,TSI,EUR,female,NA,NA,107
NA20761,NA20761,1064112,1058000,1099350,0.1418,TSI,EUR,female,NA,NA,107
NA20762,NA20762,1061911,1058000,1099335,0.0884,TSI,EUR,male,NA,NA,107
NA20763,NA20763,1067207,1058000,1099348,0.2172,TSI,EUR,male,NA,NA,107
NA20764,NA20764,1063166,1058000,1099336,0.119,TSI,EUR,female,NA,NA,107
NA20765,NA20765,1064006,1058000,1099353,0.1392,TSI,EUR,male,NA,NA,107
NA20766,NA20766,1063652,1058000,1099337,0.1308,TSI,EUR,female,NA,NA,107
NA20767,NA20767,1064398,1058000,1099350,0.1488,TSI,EUR,male,NA,NA,107
NA20768,NA20768,1063858,1058000,1099327,0.1361,TSI,EUR,female,NA,NA,107
NA20769,NA20769,1060948,1058000,1099328,0.06512,TSI,EUR,female,NA,NA,107
NA20770,NA20770,1059890,1058000,1099325,0.03945,TSI,EUR,male,NA,NA,107
NA20771,NA20771,1062281,1058000,1099313,0.09783,TSI,EUR,female,NA,NA,107
NA20772,NA20772,1065334,1058000,1099345,0.1717,TSI,EUR,female,NA,NA,107
NA20773,NA20773,1063819,1058000,1099329,0.1351,TSI,EUR,female,NA,NA,107
NA20774,NA20774,1063456,1058000,1099338,0.1261,TSI,EUR,female,NA,NA,107
NA20775,NA20775,1065157,1058000,1099351,0.1673,TSI,EUR,female,NA,NA,107
NA20778,NA20778,1062977,1058000,1099351,0.1141,TSI,EUR,male,NA,NA,107
NA20783,NA20783,1063126,1058000,1099319,0.1184,TSI,EUR,male,NA,NA,107
NA20785,NA20785,1060513,1058000,1099332,0.05441,TSI,EUR,male,NA,NA,107
NA20786,NA20786,1063850,1058000,1099328,0.1359,TSI,EUR,female,NA,NA,107
NA20787,NA20787,1063659,1058000,1099338,0.131,TSI,EUR,male,NA,NA,107
NA20790,NA20790,1067003,1058000,1099343,0.2124,TSI,EUR,female,NA,NA,107
NA20792,NA20792,1065461,1058000,1099352,0.1747,TSI,EUR,male,NA,NA,107
NA20795,NA20795,1062695,1058000,1099342,0.1074,TSI,EUR,female,NA,NA,107
NA20796,NA20796,1061343,1058000,1099337,0.07461,TSI,EUR,male,NA,NA,107
NA20797,NA20797,1063616,1058000,1099324,0.1302,TSI,EUR,female,NA,NA,107
NA20798,NA20798,1060609,1058000,1099324,0.05694,TSI,EUR,male,NA,NA,107
NA20799,NA20799,1065096,1058000,1099337,0.166,TSI,EUR,female,NA,NA,107
NA20800,NA20800,1066617,1058000,1099340,0.203,TSI,EUR,female,NA,NA,107
NA20801,NA20801,1063420,1058000,1099340,0.1251,TSI,EUR,male,NA,NA,107
NA20802,NA20802,1065760,1058000,1099345,0.182,TSI,EUR,female,NA,NA,107
NA20803,NA20803,1065227,1058000,1099342,0.1691,TSI,EUR,male,NA,NA,107
NA20804,NA20804,1061985,1058000,1099341,0.09012,TSI,EUR,female,NA,NA,107
NA20805,NA20805,1059738,1058000,1099318,0.03577,TSI,EUR,male,NA,NA,107
NA20806,NA20806,1064175,1058000,1099338,0.1436,TSI,EUR,male,NA,NA,107
NA20807,NA20807,1060418,1058000,1099344,0.05197,TSI,EUR,female,NA,NA,107
NA20808,NA20808,1064680,1058000,1099339,0.1558,TSI,EUR,female,NA,NA,107
NA20809,NA20809,1063101,1058000,1099327,0.1176,TSI,EUR,male,NA,NA,107
NA20810,NA20810,1060941,1058000,1099333,0.06489,TSI,EUR,male,NA,NA,107
NA20811,NA20811,1061620,1058000,1099335,0.08135,TSI,EUR,male,NA,NA,107
NA20812,NA20812,1061909,1058000,1099332,0.0885,TSI,EUR,male,NA,NA,107
NA20813,NA20813,1064921,1058000,1099329,0.1619,TSI,EUR,female,NA,NA,107
NA20814,NA20814,1064890,1058000,1099340,0.1609,TSI,EUR,male,NA,NA,107
NA20815,NA20815,1063427,1058000,1099338,0.1253,TSI,EUR,male,NA,NA,107
NA20818,NA20818,1062165,1058000,1099344,0.09447,TSI,EUR,female,NA,NA,107
NA20819,NA20819,1063549,1058000,1099343,0.1283,TSI,EUR,female,NA,NA,107
NA20821,NA20821,1062966,1058000,1099331,0.1142,TSI,EUR,female,NA,NA,107
NA20822,NA20822,1064255,1058000,1099326,0.1457,TSI,EUR,female,NA,NA,107
NA20826,NA20826,1064199,1058000,1099331,0.1443,TSI,EUR,female,NA,NA,107
NA20827,NA20827,1063399,1058000,1099348,0.1245,TSI,EUR,male,NA,NA,107
NA20828,NA20828,1062560,1058000,1099338,0.1042,TSI,EUR,female,NA,NA,107
NA20832,NA20832,1063790,1058000,1099343,0.1341,TSI,EUR,female,NA,NA,107
NA20845,NA20845,1065073,1058000,1099338,0.1654,GIH,SAS,male,NA,NA,103
NA20846,NA20846,1064888,1058000,1099314,0.1614,GIH,SAS,male,NA,NA,103
NA20847,NA20847,1065344,1058000,1099352,0.1718,GIH,SAS,female,NA,NA,103
NA20849,NA20849,1064652,1058000,1099350,0.155,GIH,SAS,female,NA,NA,103
NA20850,NA20850,1061904,1058000,1099320,0.08851,GIH,SAS,male,NA,NA,103
NA20851,NA20851,1062049,1058000,1099337,0.09179,GIH,SAS,female,NA,NA,103
NA20852,NA20852,1059983,1058000,1099331,0.04149,GIH,SAS,male,NA,NA,103
NA20853,NA20853,1063521,1058000,1099330,0.1277,GIH,SAS,female,NA,NA,103
NA20854,NA20854,1062191,1058000,1099354,0.09492,GIH,SAS,female,NA,NA,103
NA20856,NA20856,1062168,1058000,1099331,0.09479,GIH,SAS,female,NA,NA,103
NA20858,NA20858,1064019,1058000,1099347,0.1395,GIH,SAS,male,NA,NA,103
NA20859,NA20859,1062891,1058000,1099342,0.1122,GIH,SAS,female,NA,NA,103
NA20861,NA20861,1064433,1058000,1099355,0.1496,GIH,SAS,male,NA,NA,103
NA20862,NA20862,1063333,1058000,1099325,0.1232,GIH,SAS,female,NA,NA,103
NA20863,NA20863,1064111,1058000,1099323,0.1423,GIH,SAS,male,NA,NA,103
NA20864,NA20864,1062416,1058000,1099333,0.1008,GIH,SAS,male,NA,NA,103
NA20866,NA20866,1063051,1058000,1099341,0.1162,GIH,SAS,male,NA,NA,103
NA20867,NA20867,1063853,1058000,1099336,0.1357,GIH,SAS,male,NA,NA,103
NA20868,NA20868,1068065,1058000,1099332,0.2384,GIH,SAS,female,NA,NA,103
NA20869,NA20869,1063983,1058000,1099353,0.1386,GIH,SAS,female,NA,NA,103
NA20870,NA20870,1064358,1058000,1099318,0.1484,GIH,SAS,male,NA,NA,103
NA20872,NA20872,1063789,1058000,1099337,0.1342,GIH,SAS,female,NA,NA,103
NA20874,NA20874,1062777,1058000,1099329,0.1096,GIH,SAS,female,NA,NA,103
NA20875,NA20875,1064856,1058000,1099343,0.1601,GIH,SAS,female,NA,NA,103
NA20876,NA20876,1063716,1058000,1099350,0.1322,GIH,SAS,female,NA,NA,103
NA20877,NA20877,1064255,1058000,1099347,0.1453,GIH,SAS,female,NA,NA,103
NA20878,NA20878,1062664,1058000,1099320,0.1071,GIH,SAS,female,NA,NA,103
NA20881,NA20881,1063321,1058000,1099337,0.1228,GIH,SAS,female,NA,NA,103
NA20882,NA20882,1063161,1058000,1099317,0.1192,GIH,SAS,female,NA,NA,103
NA20884,NA20884,1062957,1058000,1099331,0.114,GIH,SAS,male,NA,NA,103
NA20885,NA20885,1062179,1058000,1099325,0.09524,GIH,SAS,male,NA,NA,103
NA20886,NA20886,1061357,1058000,1099329,0.07506,GIH,SAS,female,NA,NA,103
NA20887,NA20887,1064740,1058000,1099348,0.1571,GIH,SAS,male,NA,NA,103
NA20888,NA20888,1063902,1058000,1099331,0.1371,GIH,SAS,female,NA,NA,103
NA20889,NA20889,1062833,1058000,1099319,0.1112,GIH,SAS,male,NA,NA,103
NA20890,NA20890,1064742,1058000,1099346,0.1572,GIH,SAS,male,NA,NA,103
NA20891,NA20891,1063566,1058000,1099329,0.1289,GIH,SAS,male,NA,NA,103
NA20892,NA20892,1062736,1058000,1099311,0.1089,GIH,SAS,female,NA,NA,103
NA20894,NA20894,1062799,1058000,1099329,0.1102,GIH,SAS,female,NA,NA,103
NA20895,NA20895,1063372,1058000,1099326,0.1242,GIH,SAS,male,NA,NA,103
NA20896,NA20896,1061385,1058000,1099329,0.07575,GIH,SAS,female,NA,NA,103
NA20897,NA20897,1064188,1058000,1099341,0.1438,GIH,SAS,male,NA,NA,103
NA20899,NA20899,1060937,1058000,1099330,0.0648,GIH,SAS,female,NA,NA,103
NA20900,NA20900,1059594,1058000,1099316,0.03234,GIH,SAS,female,NA,NA,103
NA20901,NA20901,1067638,1058000,1099347,0.2277,GIH,SAS,male,NA,NA,103
NA20902,NA20902,1061580,1058000,1099303,0.08102,GIH,SAS,female,NA,NA,103
NA20903,NA20903,1063367,1058000,1099339,0.1238,GIH,SAS,male,NA,NA,103
NA20904,NA20904,1060676,1058000,1099336,0.05841,GIH,SAS,male,NA,NA,103
NA20905,NA20905,1065504,1058000,1099346,0.1757,GIH,SAS,male,NA,NA,103
NA20906,NA20906,1062204,1058000,1099346,0.0954,GIH,SAS,female,NA,NA,103
NA20908,NA20908,1063139,1058000,1099338,0.1183,GIH,SAS,female,NA,NA,103
NA20910,NA20910,1061669,1058000,1099331,0.0826,GIH,SAS,female,NA,NA,103
NA20911,NA20911,1061895,1058000,1099314,0.08838,GIH,SAS,male,NA,NA,103
NA21086,NA21086,1061615,1058000,1099324,0.08145,GIH,SAS,female,NA,NA,103
NA21087,NA21087,1061496,1058000,1099331,0.07837,GIH,SAS,male,NA,NA,103
NA21088,NA21088,1063462,1058000,1099328,0.1263,GIH,SAS,female,NA,NA,103
NA21089,NA21089,1064127,1058000,1099322,0.1427,GIH,SAS,female,NA,NA,103
NA21090,NA21090,1064623,1058000,1099323,0.1547,GIH,SAS,male,NA,NA,103
NA21091,NA21091,1061056,1058000,1099313,0.068,GIH,SAS,male,NA,NA,103
NA21092,NA21092,1063488,1058000,1099330,0.1269,GIH,SAS,male,NA,NA,103
NA21093,NA21093,1060065,1058000,1099318,0.04375,GIH,SAS,male,NA,NA,103
NA21094,NA21094,1065135,1058000,1099330,0.1671,GIH,SAS,male,NA,NA,103
NA21095,NA21095,1064329,1058000,1099338,0.1473,GIH,SAS,male,NA,NA,103
NA21097,NA21097,1063190,1058000,1099330,0.1197,GIH,SAS,female,NA,NA,103
NA21098,NA21098,1061352,1058000,1099319,0.07501,GIH,SAS,male,NA,NA,103
NA21099,NA21099,1062721,1058000,1099338,0.1081,GIH,SAS,male,NA,NA,103
NA21100,NA21100,1060917,1058000,1099318,0.06458,GIH,SAS,male,NA,NA,103
NA21101,NA21101,1062720,1058000,1099319,0.1084,GIH,SAS,female,NA,NA,103
NA21102,NA21102,1069232,1058000,1099332,0.2668,GIH,SAS,female,NA,NA,103
NA21103,NA21103,1061912,1058000,1099325,0.08858,GIH,SAS,female,NA,NA,103
NA21104,NA21104,1065306,1058000,1099331,0.1712,GIH,SAS,male,NA,NA,103
NA21105,NA21105,1060606,1058000,1099309,0.05711,GIH,SAS,male,NA,NA,103
NA21106,NA21106,1064135,1058000,1099339,0.1425,GIH,SAS,female,NA,NA,103
NA21107,NA21107,1060642,1058000,1099319,0.05784,GIH,SAS,male,NA,NA,103
NA21108,NA21108,1064996,1058000,1099344,0.1634,GIH,SAS,female,NA,NA,103
NA21109,NA21109,1062646,1058000,1099321,0.1067,GIH,SAS,male,NA,NA,103
NA21110,NA21110,1063964,1058000,1099327,0.1385,GIH,SAS,female,NA,NA,103
NA21111,NA21111,1062533,1058000,1099325,0.1038,GIH,SAS,male,NA,NA,103
NA21112,NA21112,1062304,1058000,1099305,0.09856,GIH,SAS,male,NA,NA,103
NA21113,NA21113,1062268,1058000,1099333,0.09722,GIH,SAS,male,NA,NA,103
NA21114,NA21114,1065858,1058000,1099331,0.1846,GIH,SAS,male,NA,NA,103
NA21115,NA21115,1062542,1058000,1099338,0.1038,GIH,SAS,male,NA,NA,103
NA21116,NA21116,1061905,1058000,1099330,0.08843,GIH,SAS,male,NA,NA,103
NA21117,NA21117,1062893,1058000,1099330,0.1125,GIH,SAS,male,NA,NA,103
NA21118,NA21118,1063654,1058000,1099321,0.1312,GIH,SAS,male,NA,NA,103
NA21119,NA21119,1064552,1058000,1099338,0.1528,GIH,SAS,male,NA,NA,103
NA21120,NA21120,1063761,1058000,1099342,0.1334,GIH,SAS,female,NA,NA,103
NA21122,NA21122,1064513,1058000,1099331,0.1519,GIH,SAS,female,NA,NA,103
NA21123,NA21123,1062578,1058000,1099344,0.1046,GIH,SAS,male,NA,NA,103
NA21124,NA21124,1066509,1058000,1099316,0.2008,GIH,SAS,male,NA,NA,103
NA21125,NA21125,1060904,1058000,1099306,0.06441,GIH,SAS,female,NA,NA,103
NA21126,NA21126,1062812,1058000,1099318,0.1107,GIH,SAS,male,NA,NA,103
NA21127,NA21127,1060399,1058000,1099317,0.05195,GIH,SAS,male,NA,NA,103
NA21128,NA21128,1062787,1058000,1099336,0.1098,GIH,SAS,male,NA,NA,103
NA21129,NA21129,1066717,1058000,1099330,0.2057,GIH,SAS,male,NA,NA,103
NA21130,NA21130,1063583,1058000,1099328,0.1293,GIH,SAS,male,NA,NA,103
NA21133,NA21133,1065029,1058000,1099332,0.1645,GIH,SAS,male,NA,NA,103
NA21135,NA21135,1064990,1058000,1099327,0.1636,GIH,SAS,male,NA,NA,103
NA21137,NA21137,1060747,1058000,1099297,0.06074,GIH,SAS,female,NA,NA,103
NA21141,NA21141,1065693,1058000,1099337,0.1805,GIH,SAS,female,NA,NA,103
NA21142,NA21142,1059205,1058000,1099318,0.02276,GIH,SAS,female,NA,NA,103
NA21143,NA21143,1059143,1058000,1099304,0.0215,GIH,SAS,female,NA,NA,103
NA21144,NA21144,1061199,1058000,1099328,0.07126,GIH,SAS,female,NA,NA,103
